nome,url
GD Ramilux,https://www.zerozero.pt/equipa/gd-ramilux/274074
GD Securitas,https://www.zerozero.pt/equipa/gd-securitas/303219
GD Serra da Vila,https://www.zerozero.pt/equipa/gd-serra-da-vila/114689
GD Turcifal,https://www.zerozero.pt/equipa/gd-turcifal/15567
GD Vialonga,https://www.zerozero.pt/equipa/gd-vialonga/3671
GD Vilarense,https://www.zerozero.pt/equipa/gd-vilarense/8276
GD Zip-Zip,https://www.zerozero.pt/equipa/gd-zip-zip/311574
GDR Murteirense,https://www.zerozero.pt/equipa/gdr-murteirense/287588
GDRC Obra Ardina,https://www.zerozero.pt/equipa/gdrc-obra-ardina/303289
GDS Cascais,https://www.zerozero.pt/equipa/gds-cascais/7943
GM 1.º de Dezembro,https://www.zerozero.pt/equipa/gm-1-de-dezembro/287590
GR Galinheiras,https://www.zerozero.pt/equipa/gr-galinheiras/287595
GRC Famões,https://www.zerozero.pt/equipa/grc-famoes/15901
GRCP Casal do Rato,https://www.zerozero.pt/equipa/grcp-casal-do-rato/287600
GRD Bairro Cruz Vermelha,https://www.zerozero.pt/equipa/grd-bairro-cruz-vermelha/310560
GROB,https://www.zerozero.pt/equipa/grob/334628
GS Loures,https://www.zerozero.pt/equipa/gs-loures/3597
Gc 1.º Maio Queluz,https://www.zerozero.pt/equipa/gc-1-maio-queluz/310656
Gc Alfama,https://www.zerozero.pt/equipa/gc-alfama/321632
Gc Estrelas Amadora,https://www.zerozero.pt/equipa/gc-estrelas-amadora/287555
Gcrd Os Kapas,https://www.zerozero.pt/equipa/gcrd-os-kapas/287556
Gd 2 Maio,https://www.zerozero.pt/equipa/gd-2-maio/309538
Gd Académicos Ermegeira,https://www.zerozero.pt/equipa/gd-academicos-ermegeira/311715
Gd Amigos S. António Cavaleiros,https://www.zerozero.pt/equipa/gd-amigos-s-antonio-cavaleiros/287558
Gd Assenta,https://www.zerozero.pt/equipa/gd-assenta/321552
Gd Bomb. Vol. Alverca,https://www.zerozero.pt/equipa/gd-bomb-vol-alverca/311529
Gd Camba,https://www.zerozero.pt/equipa/gd-camba/310674
Gd Elevadores Fortis,https://www.zerozero.pt/equipa/gd-elevadores-fortis/303647
Gd Joaninhas Leião,https://www.zerozero.pt/equipa/gd-joaninhas-leiao/287563
Gd Jovalto,https://www.zerozero.pt/equipa/gd-jovalto/303473
Gd Jovens Damaia,https://www.zerozero.pt/equipa/gd-jovens-damaia/303423
Gd Leões Alfornel,https://www.zerozero.pt/equipa/gd-leoes-alfornel/310449
Gd Lusitano,https://www.zerozero.pt/equipa/gd-lusitano/303277
Gd Mouraria,https://www.zerozero.pt/equipa/gd-mouraria/310714
Gd Murtalense,https://www.zerozero.pt/equipa/gd-murtalense/310529
Gd O Trabalho - Comp. Seguros,https://www.zerozero.pt/equipa/gd-o-trabalho-comp-seguros/310570
Gd Os Ases,https://www.zerozero.pt/equipa/gd-os-ases/303299
Gd Os Jovens,https://www.zerozero.pt/equipa/gd-os-jovens/301787
Gd Os Nacionais,https://www.zerozero.pt/equipa/gd-os-nacionais/311694
Gd Os Três Unidos Arcos,https://www.zerozero.pt/equipa/gd-os-tres-unidos-arcos/321550
Gd Pedreirense,https://www.zerozero.pt/equipa/gd-pedreirense/287567
Gd Pena,https://www.zerozero.pt/equipa/gd-pena/310547
Gd Penha,https://www.zerozero.pt/equipa/gd-penha/311541
Gd Pessoal Cel Cat,https://www.zerozero.pt/equipa/gd-pessoal-cel-cat/311736
Gd Porto Santo,https://www.zerozero.pt/equipa/gd-porto-santo/287572
Gd Quiminova,https://www.zerozero.pt/equipa/gd-quiminova/310683
Gd S. Eulália,https://www.zerozero.pt/equipa/gd-s-eulalia/311576
Gd Santos,https://www.zerozero.pt/equipa/gd-santos/303322
Gd Trab. Cm Lisboa,https://www.zerozero.pt/equipa/gd-trab-cm-lisboa/310705
Gd Vila Nova Ceira,https://www.zerozero.pt/equipa/gd-vila-nova-ceira/321691
Gd Águias Catujal,https://www.zerozero.pt/equipa/gd-aguias-catujal/310371
Gda Ajuda,https://www.zerozero.pt/equipa/gda-ajuda/287582
Gdc Bairro Angola,https://www.zerozero.pt/equipa/gdc-bairro-angola/303446
Gdc Nova Imagem Algueirão,https://www.zerozero.pt/equipa/gdc-nova-imagem-algueirao/308899
Gdc Os Mouros,https://www.zerozero.pt/equipa/gdc-os-mouros/303479
Gdc Povos,https://www.zerozero.pt/equipa/gdc-povos/287584
Gdc Rangers Damaia,https://www.zerozero.pt/equipa/gdc-rangers-damaia/303422
Gdcr S. João Brito,https://www.zerozero.pt/equipa/gdcr-s-joao-brito/287585
Gdcsrc Maceira,https://www.zerozero.pt/equipa/gdcsrc-maceira/321246
Gdm Recreativo,https://www.zerozero.pt/equipa/gdm-recreativo/311573
Gdr 1 Janeiro,https://www.zerozero.pt/equipa/gdr-1-janeiro/321696
Gdr Armadorense,https://www.zerozero.pt/equipa/gdr-armadorense/309583
Gdr Francos,https://www.zerozero.pt/equipa/gdr-francos/324961
Gdr Os Estrelas Serra Luz,https://www.zerozero.pt/equipa/gdr-os-estrelas-serra-luz/310649
Gdr Papagovas,https://www.zerozero.pt/equipa/gdr-papagovas/322298
Gdr Pomarinho,https://www.zerozero.pt/equipa/gdr-pomarinho/317999
Gdr Vale Grande,https://www.zerozero.pt/equipa/gdr-vale-grande/310385
Gdr Águias Serra Luz,https://www.zerozero.pt/equipa/gdr-aguias-serra-luz/287586
Gdrc Gomes Pereira,https://www.zerozero.pt/equipa/gdrc-gomes-pereira/310565
Gdrc S. Mamede Ventosa,https://www.zerozero.pt/equipa/gdrc-s-mamede-ventosa/321152
Gdu Alegria Estacalense,https://www.zerozero.pt/equipa/gdu-alegria-estacalense/310382
Gec Monte,https://www.zerozero.pt/equipa/gec-monte/321084
Geração Benfica Estádio,https://www.zerozero.pt/equipa/geracao-benfica-estadio/106639
Gilman,https://www.zerozero.pt/equipa/gilman/57994
Ginásio Europa,https://www.zerozero.pt/equipa/ginasio-europa/236215
Gonçalvinhense,https://www.zerozero.pt/equipa/goncalvinhense/334306
Gr Mariapiense,https://www.zerozero.pt/equipa/gr-mariapiense/321674
Gr Quinta Monsenhor,https://www.zerozero.pt/equipa/gr-quinta-monsenhor/303214
Graça,https://www.zerozero.pt/equipa/graca/220157
Grupo Sacavém,https://www.zerozero.pt/equipa/grupo-sacavem/210925
Gs Adicense,https://www.zerozero.pt/equipa/gs-adicense/303231
Gs Chinquilho Junqueirense Giestal,https://www.zerozero.pt/equipa/gs-chinquilho-junqueirense-giestal/303336
Gud Alcabideche,https://www.zerozero.pt/equipa/gud-alcabideche/302910
Humberto Alfaiate,https://www.zerozero.pt/equipa/humberto-alfaiate/321676
ICP,https://www.zerozero.pt/equipa/icp/71406
Igreja Nova,https://www.zerozero.pt/equipa/igreja-nova/6392
Império Anços,https://www.zerozero.pt/equipa/imperio-ancos/11210
Império Cruzeiro,https://www.zerozero.pt/equipa/imperio-cruzeiro/74911
Independente,https://www.zerozero.pt/equipa/independente-fc/311535
Infantado,https://www.zerozero.pt/equipa/infantado/334230
Internacional Lisboa,https://www.zerozero.pt/equipa/internacional-lisboa/217181
Interoeste,https://www.zerozero.pt/equipa/interoeste/263566
Ismailitas,https://www.zerozero.pt/equipa/ismailitas/286340
JD Aires,https://www.zerozero.pt/equipa/jd-aires/303297
JOMA,https://www.zerozero.pt/equipa/joma/302636
Jardim Amoreira,https://www.zerozero.pt/equipa/jardim-amoreira/287314
Jc Massamá,https://www.zerozero.pt/equipa/jc-massama/311735
Jd Caneças,https://www.zerozero.pt/equipa/jd-canecas/322207
Jdr Brandoa,https://www.zerozero.pt/equipa/jdr-brandoa/311755
Jerumelo,https://www.zerozero.pt/equipa/jerumelo/10852
José Mira,https://www.zerozero.pt/equipa/jose-mira/328895
Jovens da Apelação,https://www.zerozero.pt/equipa/jovens-da-apelacao/37062
Juv. Acad. Lisboa,https://www.zerozero.pt/equipa/juv-acad-lisboa/310689
Juv. Horta Nova,https://www.zerozero.pt/equipa/juv-horta-nova/286704
Juv. Vila Fria,https://www.zerozero.pt/equipa/juv-vila-fria/12692
Juventude Belém,https://www.zerozero.pt/equipa/juventude-belem/12308
Juventude Castanheira,https://www.zerozero.pt/equipa/juventude-castanheira/3967
Juventude Uc,https://www.zerozero.pt/equipa/juventude-uc/303495
LC Rio Janeiro,https://www.zerozero.pt/equipa/lc-rio-janeiro/31875
Leceia,https://www.zerozero.pt/equipa/leceia/15977
Leixoes,https://www.zerozero.pt/equipa/leixoes/1727
Leões Porto Salvo,https://www.zerozero.pt/equipa/leoes-porto-salvo/323483
Leões Sto. António,https://www.zerozero.pt/equipa/leoes-sto-antonio/287058
Leões das Furnas,https://www.zerozero.pt/equipa/leoes-das-furnas/287059
Liberdade,https://www.zerozero.pt/equipa/liberdade-ac/112735
Liga de Algés,https://www.zerozero.pt/equipa/liga-de-alges/95774
Linda-a-Velha,https://www.zerozero.pt/equipa/linda-a-velha/7990
Linhó,https://www.zerozero.pt/equipa/linho/95782
Lisboa,https://www.zerozero.pt/equipa/lisboa-sc/32132
Lisboa FC (Campo Grande),https://www.zerozero.pt/equipa/lisboa-fc-campo-grande-/58028
Lisboa FC (Campo Ourique),https://www.zerozero.pt/equipa/lisboa-fc-campo-ourique-/85758
Lisboa e Águias,https://www.zerozero.pt/equipa/lisboa-e-aguias/36522
Lisbon Cricket,https://www.zerozero.pt/equipa/lisbon-cricket/57986
Lourinhanense,https://www.zerozero.pt/equipa/lourinhanense/3598
Lousa,https://www.zerozero.pt/equipa/lousa/11205
Lus. Fc Odivelas,https://www.zerozero.pt/equipa/lus-fc-odivelas/292175
Lus. Penha de França,https://www.zerozero.pt/equipa/lus-penha-de-franca/303283
Lusitano Clube,https://www.zerozero.pt/equipa/lusitano-clube/310289
Lusitânia de Lourosa,https://www.zerozero.pt/equipa/lusitania-de-lourosa/3599
Luta Pela Casa,https://www.zerozero.pt/equipa/luta-pela-casa/16025
MTBA,https://www.zerozero.pt/equipa/mtba/11203
Malveira da Serra,https://www.zerozero.pt/equipa/malveira-da-serra/11185
Manique,https://www.zerozero.pt/equipa/manique/287593
Manique do Intendente,https://www.zerozero.pt/equipa/manique-do-intendente/105413
Manjoeira,https://www.zerozero.pt/equipa/manjoeira/112740
Marista Lisboa,https://www.zerozero.pt/equipa/marista-lisboa/288079
Maristas Carcavelos,https://www.zerozero.pt/equipa/maristas-carcavelos/12691
Marteleira,https://www.zerozero.pt/equipa/marteleira/286303
Marvila Jovem,https://www.zerozero.pt/equipa/marvila-jovem/287060
Marvilense,https://www.zerozero.pt/equipa/marvilense-fc/58259
Marítimo,https://www.zerozero.pt/equipa/maritimo
Matacães,https://www.zerozero.pt/equipa/matacaes/18057
Mem Martins,https://www.zerozero.pt/equipa/mem-martins-sc/6394
Metodologia TOCOF,https://www.zerozero.pt/equipa/metodologia-tocof/106716
Mexerume,https://www.zerozero.pt/equipa/mexerume/11190
Milharado,https://www.zerozero.pt/equipa/milharado/112736
Mira Sintra,https://www.zerozero.pt/equipa/mira-sintra/15319
Mirantense,https://www.zerozero.pt/equipa/mirantense/301098
Miúdos Talentosos,https://www.zerozero.pt/equipa/miudos-talentosos/65175
Moinho Juventude,https://www.zerozero.pt/equipa/moinho-juventude/83669
Monte Agraço,https://www.zerozero.pt/equipa/monte-agraco/11198
Morad. B. 25 Abril Linda-A-Velha,https://www.zerozero.pt/equipa/morad-b-25-abril-linda-a-velha/287030
Moreirense,https://www.zerozero.pt/equipa/moreirense/6
Mucifalense,https://www.zerozero.pt/equipa/mucifalense/10851
Mártir Santo,https://www.zerozero.pt/equipa/martir-santo/244050
NS Alcabideche,https://www.zerozero.pt/equipa/ns-alcabideche/17383
Nacional,https://www.zerozero.pt/equipa/nacional/27
Nobres,https://www.zerozero.pt/equipa/nobres-fc/310306
Nova Morada,https://www.zerozero.pt/equipa/nova-morada/16026
Nova SBE,https://www.zerozero.pt/equipa/nova-sbe/243899
Novar,https://www.zerozero.pt/equipa/novar/310667
Novos Diamantes,https://www.zerozero.pt/equipa/novos-diamantes/299264
Novos Talentos,https://www.zerozero.pt/equipa/novos-talentos/16187
Núcleo Chasa,https://www.zerozero.pt/equipa/nucleo-chasa/17550
Núcleo Sintra,https://www.zerozero.pt/equipa/nucleo-sintra/21398
Núcleo Sport. V. F. Xira,https://www.zerozero.pt/equipa/nucleo-sport-v-f-xira/311528
Odivelas,https://www.zerozero.pt/equipa/odivelas/3616
Oficinas São José,https://www.zerozero.pt/equipa/oficinas-sao-jose/14483
Olivais Sul,https://www.zerozero.pt/equipa/olivais-sul/8368
Onze Unidos,https://www.zerozero.pt/equipa/onze-unidos/287601
Operário Lisboa,https://www.zerozero.pt/equipa/operario-lisboa/12335
Operário Vilafranquense,https://www.zerozero.pt/equipa/operario-vilafranquense/115687
Oriental,https://www.zerozero.pt/equipa/oriental/2176
Oriental Recreativo,https://www.zerozero.pt/equipa/oriental-recreativo/312592
Oriental Recreativo,https://www.zerozero.pt/equipa/oriental-recreativo/289139
Orjariça,https://www.zerozero.pt/equipa/orjarica/26480
Os Ases Avenidas,https://www.zerozero.pt/equipa/os-ases-avenidas/303062
Os Bebés,https://www.zerozero.pt/equipa/os-bebes/310507
Os Bucelenses,https://www.zerozero.pt/equipa/os-bucelenses/3965
Os Cobras Lisboa Cl.,https://www.zerozero.pt/equipa/os-cobras-lisboa-cl-/311693
Os Económicos,https://www.zerozero.pt/equipa/os-economicos/287598
Os Fixes,https://www.zerozero.pt/equipa/os-fixes/16024
Os Fósforos,https://www.zerozero.pt/equipa/os-fosforos/58089
Os Lobinhos,https://www.zerozero.pt/equipa/os-lobinhos/330467
Os Montelavarenses,https://www.zerozero.pt/equipa/os-montelavarenses/7989
Os Patuscos,https://www.zerozero.pt/equipa/os-patuscos/286143
Os Paulenses,https://www.zerozero.pt/equipa/os-paulenses/289173
Os Torpedos,https://www.zerozero.pt/equipa/os-torpedos/112737
Os Vampiros,https://www.zerozero.pt/equipa/os-vampiros/311746
Os Vinhais,https://www.zerozero.pt/equipa/os-vinhais/286229
Outurela,https://www.zerozero.pt/equipa/outurela/11195
PSAAC,https://www.zerozero.pt/equipa/psaac/286318
Palmense,https://www.zerozero.pt/equipa/palmense/10881
Parede,https://www.zerozero.pt/equipa/parede-fc/16157
Paroquial Brandoa,https://www.zerozero.pt/equipa/paroquial-brandoa/49349
Paços de Ferreira,https://www.zerozero.pt/equipa/pacos-de-ferreira/13
Pedra,https://www.zerozero.pt/equipa/pedra/11177
Pero Negro,https://www.zerozero.pt/equipa/pero-negro/99676
Pinheiro Loures,https://www.zerozero.pt/equipa/pinheiro-loures/11199
Pirescôxe,https://www.zerozero.pt/equipa/pirescoxe/112844
Pombais,https://www.zerozero.pt/equipa/pombais-sc/292051
Ponte Frielas,https://www.zerozero.pt/equipa/ponte-frielas/11207
Ponterrolense,https://www.zerozero.pt/equipa/ponterrolense/3969
Portela,https://www.zerozero.pt/equipa/portela/227977
Portimonense,https://www.zerozero.pt/equipa/portimonense/33
Porto,https://www.zerozero.pt/equipa/porto/236
Porto Salvo,https://www.zerozero.pt/equipa/porto-salvo/10879
Portugal Novo,https://www.zerozero.pt/equipa/portugal-novo/287024
Portugal Telecom,https://www.zerozero.pt/equipa/portugal-telecom/209963
Povoense,https://www.zerozero.pt/equipa/povoense-ac/310713
Pregança,https://www.zerozero.pt/equipa/preganca-/15984
Priorenses,https://www.zerozero.pt/equipa/priorenses/287602
Progresso Clube,https://www.zerozero.pt/equipa/progresso-clube/303428
Pêro Pinheiro,https://www.zerozero.pt/equipa/pero-pinheiro/3961
Quinta Dalias,https://www.zerozero.pt/equipa/quinta-dalias/82312
Quinta do Morgado,https://www.zerozero.pt/equipa/quinta-do-morgado/243603
Quinta dos Lombos,https://www.zerozero.pt/equipa/quinta-dos-lombos/286200
Quintanilho,https://www.zerozero.pt/equipa/quintanilho/15890
RD Algueirão,https://www.zerozero.pt/equipa/rd-algueirao/12674
RD Benfica,https://www.zerozero.pt/equipa/rd-benfica/303346
Ramalhal,https://www.zerozero.pt/equipa/ramalhal/12837
Ramiro José,https://www.zerozero.pt/equipa/ramiro-jose/287579
Rangel,https://www.zerozero.pt/equipa/rangel/290481
Rc Falagueira,https://www.zerozero.pt/equipa/rc-falagueira/310447
Rc Os Dragões,https://www.zerozero.pt/equipa/rc-os-dragoes/307298
Rc Santo Amaro,https://www.zerozero.pt/equipa/rc-santo-amaro/310400
Real,https://www.zerozero.pt/equipa/real-sc/3632
Real Benfica,https://www.zerozero.pt/equipa/real-benfica/243708
Real Buraca,https://www.zerozero.pt/equipa/real-buraca/330624
Real Cl. Lisboa,https://www.zerozero.pt/equipa/real-cl-lisboa/311661
Real Futsal Clube,https://www.zerozero.pt/equipa/real-futsal-clube/106530
Real Juventude,https://www.zerozero.pt/equipa/real-juventude-fc/321686
Real Lumiar,https://www.zerozero.pt/equipa/real-lumiar/31872
Real Mafra,https://www.zerozero.pt/equipa/real-mafra/104469
Real Quinta Caxias Ciacdrl,https://www.zerozero.pt/equipa/real-quinta-caxias-ciacdrl/302361
Rebelde Dafundo Cl.,https://www.zerozero.pt/equipa/rebelde-dafundo-cl-/310477
Recordação de Apolo,https://www.zerozero.pt/equipa/recordacao-de-apolo/311524
Recreio Cultura,https://www.zerozero.pt/equipa/recreio-cultura/12675
Rede Vida +,https://www.zerozero.pt/equipa/rede-vida-/86202
Reguilas Tires,https://www.zerozero.pt/equipa/reguilas-tires/295191
Respira O2,https://www.zerozero.pt/equipa/respira-o2/255288
Rfc Fundação,https://www.zerozero.pt/equipa/rfc-fundacao/303489
Ribamar,https://www.zerozero.pt/equipa/ribamar/15568
Ribeira da Lage,https://www.zerozero.pt/equipa/ribeira-da-lage/57727
Ribeira de Palheiros,https://www.zerozero.pt/equipa/ribeira-de-palheiros/258398
Rio de Mouro,https://www.zerozero.pt/equipa/rio-de-mouro/11191
Ro Picheleira,https://www.zerozero.pt/equipa/ro-picheleira/310174
Romeira Scrc,https://www.zerozero.pt/equipa/romeira-scrc/303327
Rossão,https://www.zerozero.pt/equipa/rossao/220182
S. Ant. Cavaleiros,https://www.zerozero.pt/equipa/s-ant-cavaleiros/287055
S. Julião do Tojal,https://www.zerozero.pt/equipa/s-juliao-do-tojal/287581
S. Sebastião Guerreiros,https://www.zerozero.pt/equipa/s-sebastiao-guerreiros/286980
SC Amoreiras,https://www.zerozero.pt/equipa/sc-amoreiras/302844
SC Casainhos,https://www.zerozero.pt/equipa/sc-casainhos/98779
SC Estefânia,https://www.zerozero.pt/equipa/sc-estefania/76054
SC Frielas,https://www.zerozero.pt/equipa/sc-frielas/11201
SC Liberdade,https://www.zerozero.pt/equipa/sc-liberdade/302633
SC Liberdade,https://www.zerozero.pt/equipa/sc-liberdade/330459
SC Livramento,https://www.zerozero.pt/equipa/sc-livramento/10854
SC Moitense,https://www.zerozero.pt/equipa/sc-moitense/333139
SC Sanjoanense,https://www.zerozero.pt/equipa/sc-sanjoanense/10857
SC Serra,https://www.zerozero.pt/equipa/sc-serra/18055
SC Torres,https://www.zerozero.pt/equipa/sc-torres/217705
SF Alunos Esperança,https://www.zerozero.pt/equipa/sf-alunos-esperanca/311511
SF João Rodrigues Cordeiro,https://www.zerozero.pt/equipa/sf-joao-rodrigues-cordeiro/310548
SFR Familiar Lameiras,https://www.zerozero.pt/equipa/sfr-familiar-lameiras/303298
SL Campo de Ourique,https://www.zerozero.pt/equipa/sl-campo-de-ourique/259421
SL Olivais,https://www.zerozero.pt/equipa/sl-olivais/3708
SL Os Onze,https://www.zerozero.pt/equipa/sl-os-onze/303517
SR A-do-Mourão,https://www.zerozero.pt/equipa/sr-a-do-mourao/311566
SR Beneficiência Montemor,https://www.zerozero.pt/equipa/sr-beneficiencia-montemor/303478
SR Povoense,https://www.zerozero.pt/equipa/sr-povoense/303167
SRD Negrais,https://www.zerozero.pt/equipa/srd-negrais/73847
SU Colarense,https://www.zerozero.pt/equipa/su-colarense/307409
Sabuguense,https://www.zerozero.pt/equipa/sabuguense/17107
Sacavenense,https://www.zerozero.pt/equipa/sacavenense/3644
Salesianos do Estoril,https://www.zerozero.pt/equipa/salesianos-do-estoril/88174
Santa Cruz,https://www.zerozero.pt/equipa/santa-cruz-fc/310791
Santa Engrácia,https://www.zerozero.pt/equipa/santa-engracia/287043
Santa Iria,https://www.zerozero.pt/equipa/santa-iria/10856
Santana,https://www.zerozero.pt/equipa/santana-fc/291464
Santar,https://www.zerozero.pt/equipa/santar-fc/311668
Santiago,https://www.zerozero.pt/equipa/santiago-fc/11209
Santo António Lisboa,https://www.zerozero.pt/equipa/santo-antonio-lisboa/10880
Santos Venda Nova,https://www.zerozero.pt/equipa/santos-venda-nova/310676
Sc Estribeiro,https://www.zerozero.pt/equipa/sc-estribeiro/311705
Sc Fortaleza,https://www.zerozero.pt/equipa/sc-fortaleza/303361
Sc Freixofeira,https://www.zerozero.pt/equipa/sc-freixofeira/318340
Sc Timor,https://www.zerozero.pt/equipa/sc-timor/311669
Sc Vila Facaia,https://www.zerozero.pt/equipa/sc-vila-facaia/320829
Sdr Albuguer,https://www.zerozero.pt/equipa/sdr-albuguer/303291
Serpa Pinto,https://www.zerozero.pt/equipa/serpa-pinto/287026
Serra da Silveira,https://www.zerozero.pt/equipa/serra-da-silveira/287028
Sfra Amadora,https://www.zerozero.pt/equipa/sfra-amadora/311722
Sib Voz Operário,https://www.zerozero.pt/equipa/sib-voz-operario/321215
Silveirenses,https://www.zerozero.pt/equipa/silveirenses/287049
Sintra Football,https://www.zerozero.pt/equipa/sintra-football/14484
Sintrense,https://www.zerozero.pt/equipa/sintrense/3655
Sl Alcântara,https://www.zerozero.pt/equipa/sl-alcantara/311591
Sobralense,https://www.zerozero.pt/equipa/sobralense/300684
Sobreirense,https://www.zerozero.pt/equipa/sobreirense/11169
Sobrena,https://www.zerozero.pt/equipa/sobrena/99748
Soc. Ordem Progresso,https://www.zerozero.pt/equipa/soc-ordem-progresso/311747
Soccer Cascais,https://www.zerozero.pt/equipa/soccer-cascais/114505
Sol Nasce Para Todos,https://www.zerozero.pt/equipa/sol-nasce-para-todos/287042
Sp. Lourel,https://www.zerozero.pt/equipa/sp-lourel/3958
Sport Benfica,https://www.zerozero.pt/equipa/sport-benfica/60381
Sport Benfica Corvense,https://www.zerozero.pt/equipa/sport-benfica-corvense/310785
Sport Bom Sucesso,https://www.zerozero.pt/equipa/sport-bom-sucesso/260465
Sport Ereira e Benfica,https://www.zerozero.pt/equipa/sport-ereira-e-benfica/335120
Sport Lisboa e Benfica,https://www.zerozero.pt/equipa/benfica/209904
Sport Lisboa e Campolide,https://www.zerozero.pt/equipa/sport-lisboa-e-campolide/310695
Sport Lisboa e Lapa,https://www.zerozero.pt/equipa/sport-lisboa-e-lapa/311544
Sport Luz e Fanhões,https://www.zerozero.pt/equipa/sport-luz-e-fanhoes/33109
Sport Queijas e Benfica,https://www.zerozero.pt/equipa/sport-queijas-e-benfica/103296
Sporting,https://www.zerozero.pt/equipa/sporting/23
Sporting,https://www.zerozero.pt/equipa/sporting/3660
Sporting da Torre,https://www.zerozero.pt/equipa/sporting-da-torre/61198
Sr Camarnal,https://www.zerozero.pt/equipa/sr-camarnal/311518
Sr Os Alegres Maceira,https://www.zerozero.pt/equipa/sr-os-alegres-maceira/318366
Sr Sta. Susana Sobral,https://www.zerozero.pt/equipa/sr-sta-susana-sobral/309539
Sr Vila Rei,https://www.zerozero.pt/equipa/sr-vila-rei/321843
Src Alapraia,https://www.zerozero.pt/equipa/src-alapraia/311682
São Brás,https://www.zerozero.pt/equipa/sao-bras/21416
São Domingos,https://www.zerozero.pt/equipa/sao-domingos-fc/310682
São João de Brito,https://www.zerozero.pt/equipa/sao-joao-de-brito/15573
São João de Deus,https://www.zerozero.pt/equipa/sao-joao-de-deus/103560
São Pedro,https://www.zerozero.pt/equipa/sao-pedro/11181
T. 1º Dez. Caparidense,https://www.zerozero.pt/equipa/t-1-dez-caparidense/318363
Talaíde,https://www.zerozero.pt/equipa/talaide/10878
Tarujense,https://www.zerozero.pt/equipa/tarujense-fc/321650
Tejolense,https://www.zerozero.pt/equipa/tejolense/331254
Tempo Novo Cche,https://www.zerozero.pt/equipa/tempo-novo-cche/310313
Tenente Valdez,https://www.zerozero.pt/equipa/tenente-valdez/12545
Tercena,https://www.zerozero.pt/equipa/tercena/287597
Tojeira,https://www.zerozero.pt/equipa/tojeira/244749
Torre Laranja,https://www.zerozero.pt/equipa/torre-laranja-fc/217736
Torreense,https://www.zerozero.pt/equipa/torreense/2178
Trj Chelense,https://www.zerozero.pt/equipa/trj-chelense/321683
Tunelense,https://www.zerozero.pt/equipa/tunelense/290031
Técnico,https://www.zerozero.pt/equipa/tecnico-fc/323311
U. Belenense,https://www.zerozero.pt/equipa/u-belenense/43977
U. Tires,https://www.zerozero.pt/equipa/u-tires/3882
U. Técnica,https://www.zerozero.pt/equipa/u-tecnica/58848
UC Curraleira,https://www.zerozero.pt/equipa/uc-curraleira/310229
UD Leiria,https://www.zerozero.pt/equipa/ud-leiria/17
UD Recreio,https://www.zerozero.pt/equipa/ud-recreio/11184
UDC Adoslouquense,https://www.zerozero.pt/equipa/udc-adoslouquense/311556
UDC Camarate,https://www.zerozero.pt/equipa/udc-camarate/244061
UDC Forte,https://www.zerozero.pt/equipa/udc-forte/330832
UDOB,https://www.zerozero.pt/equipa/udob/294721
UDR Santa Maria,https://www.zerozero.pt/equipa/udr-santa-maria/11194
UPVN,https://www.zerozero.pt/equipa/upvn/291140
UR Dafundo,https://www.zerozero.pt/equipa/ur-dafundo/303268
URD Arranhó,https://www.zerozero.pt/equipa/urd-arranho/17157
Uc Buraca,https://www.zerozero.pt/equipa/uc-buraca/310286
Ucdr Bairro São Carlos,https://www.zerozero.pt/equipa/ucdr-bairro-sao-carlos/303169
Ud Calica,https://www.zerozero.pt/equipa/ud-calica/311733
Ud Oliveirense,https://www.zerozero.pt/equipa/ud-oliveirense/2199
Ud Pontinha,https://www.zerozero.pt/equipa/ud-pontinha/310648
Ud Vila Rei,https://www.zerozero.pt/equipa/ud-vila-rei/311712
Udrc Sarge,https://www.zerozero.pt/equipa/udrc-sarge/310638
Uj Amadora,https://www.zerozero.pt/equipa/uj-amadora/321688
Unidos Glória,https://www.zerozero.pt/equipa/unidos-gloria/330428
Unidos Rc,https://www.zerozero.pt/equipa/unidos-rc/321659
Unidos de Arcena,https://www.zerozero.pt/equipa/unidos-de-arcena/286100
Unidos de Lisboa,https://www.zerozero.pt/equipa/unidos-de-lisboa/58100
Unidos do Cacém,https://www.zerozero.pt/equipa/unidos-do-cacem/303250
Univ. Católica Portuguesa,https://www.zerozero.pt/equipa/univ-catolica-portuguesa/307990
União Atalaia,https://www.zerozero.pt/equipa/uniao-atalaia/11176
União Dc,https://www.zerozero.pt/equipa/uniao-dc/310784
União Juv. Alverca,https://www.zerozero.pt/equipa/uniao-juv-alverca/47151
União Lisboa,https://www.zerozero.pt/equipa/uniao-lisboa/2198
União Mercês,https://www.zerozero.pt/equipa/uniao-merces/12716
União Outeirense,https://www.zerozero.pt/equipa/uniao-outeirense/36423
União Rana,https://www.zerozero.pt/equipa/uniao-rana/287589
União Recreativa Brandoense,https://www.zerozero.pt/equipa/uniao-recreativa-brandoense/303461
União dos Santos,https://www.zerozero.pt/equipa/uniao-dos-santos/217690
Urc Camarate,https://www.zerozero.pt/equipa/urc-camarate/321232
Utl 81 - Univ. Técn. Lisboa,https://www.zerozero.pt/equipa/utl-81-univ-tecn-lisboa/305850
Vale Formoso,https://www.zerozero.pt/equipa/vale-formoso-fc/321324
Valejas,https://www.zerozero.pt/equipa/valejas/330495
Varejense,https://www.zerozero.pt/equipa/varejense-/73330
